PROV428;Baoan Lake;Baoan Lake;Baoan Lake;;;;;;;;;x
PROV429;Wusi Lake;Wusi Lake;Wusi Lake;;;;;;;;;x
PROV430;Huama Lake;Huama Lake;Huama Lake;;;;;;;;;x
PROV431;Daye Lake;Daye Lake;Daye Lake;;;;;;;;;x
PROV432;Wabu Lake;Wabu Lake;Wabu Lake;;;;;;;;;x
PROV433;Cheng Lake;Cheng Lake;Cheng Lake;;;;;;;;;x
PROV434;Gyaring Lake;Gyaring Lake;Gyaring Lake;;;;;;;;;x
PROV435;Ngoring Lake;Ngoring Lake;Ngoring Lake;;;;;;;;;x
PROV436;Donggei Lake;Donggei Lake;Donggei Lake;;;;;;;;;x
PROV437;Liaodong Bay;Liaodong Bay;Liaodong Bay;;;;;;;;;x
PROV438;Bohai Bay;Bohai Bay;Bohai Bay;;;;;;;;;x
PROV439;Northern Bohai;Northern Bohai;Northern Bohai;;;;;;;;;x
PROV440;Western Bohai;Western Bohai;Western Bohai;;;;;;;;;x
PROV441;Southern Bohai;Southern Bohai;Southern Bohai;;;;;;;;;x
PROV442;Eastern Bohai;Eastern Bohai;Eastern Bohai;;;;;;;;;x
PROV443;Taozi Bay;Taozi Bay;Taozi Bay;;;;;;;;;x
PROV444;Zhuanghe Bay;Zhuanghe Bay;Zhuanghe Bay;;;;;;;;;x
PROV445;Xiaoyao Bay;Xiaoyao Bay;Xiaoyao Bay;;;;;;;;;x
PROV446;Haiyang Bay;Haiyang Bay;Haiyang Bay;;;;;;;;;x
PROV447;Rongcheng Bay;Rongcheng Bay;Rongcheng Bay;;;;;;;;;x
PROV448;Sanggou Bay;Sanggou Bay;Sanggou Bay;;;;;;;;;x
PROV449;Xiaodou Bay;Xiaodou Bay;Xiaodou Bay;;;;;;;;;x
PROV450;Shenshan Bay;Shenshan Bay;Shenshan Bay;;;;;;;;;x
PROV451;Ondong Bay;Ondong Bay;Ondong Bay;;;;;;;;;x
PROV452;Ongjingun Bay;Ongjingun Bay;Ongjingun Bay;;;;;;;;;x
PROV453;Sindun Bay;Sindun Bay;Sindun Bay;;;;;;;;;x
PROV454;Manchurian Bay;Manchurian Bay;Manchurian Bay;;;;;;;;;x
PROV455;East Sea;East Sea;East Sea;;;;;;;;;x
PROV456;Tsushima Strait;Tsushima Strait;Tsushima Strait;;;;;;;;;x
PROV457;Korean Strait;Korean Strait;Korean Strait;;;;;;;;;x
PROV458;Tamna;Tamna;Tamna;;;;;;;;;x
PROV459;Hangzhou Bay;Hangzhou Bay;Hangzhou Bay;;;;;;;;;x
PROV460;Moupan Sea;Moupan Sea;Moupan Sea;;;;;;;;;x
PROV461;Dinghai Bay;Dinghai Bay;Dinghai Bay;;;;;;;;;x
PROV462;Zhenhai Bay;Zhenhai Bay;Zhenhai Bay;;;;;;;;;x
PROV463;Bashi Channel;Bashi Channel;Bashi Channel;;;;;;;;;x
PROV464;Daoyu Channel;Daoyu Channel;Daoyu Channel;;;;;;;;;x
PROV465;Haimen Bay;Haimen Bay;Haimen Bay;;;;;;;;;x
PROV466;Daya Bay;Daya Bay;Daya Bay;;;;;;;;;x
PROV467;Shenzhen Bay;Shenzhen Bay;Shenzhen Bay;;;;;;;;;x
PROV468;Jinxing Bay;Jinxing Bay;Jinxing Bay;;;;;;;;;x
PROV469;Bohe Bay;Bohe Bay;Bohe Bay;;;;;;;;;x
PROV470;Qiongzhou Bay;Qiongzhou Bay;Qiongzhou Bay;;;;;;;;;x
PROV471;Beibu Gulf;Beibu Gulf;Beibu Gulf;;;;;;;;;x
PROV472;Qinzhou Bay;Qinzhou Bay;Qinzhou Bay;;;;;;;;;x
PROV473;Ha Long Bay;Ha Long Bay;Ha Long Bay;;;;;;;;;x
PROV474;Jiuzhen Coast;Jiuzhen Coast;Jiuzhen Coast;;;;;;;;;x
PROV475;Rinan Coast;Rinan Coast;Rinan Coast;;;;;;;;;x
PROV476;Tonkin Gulf;Tonkin Gulf;Tonkin Gulf;;;;;;;;;x
PROV477;East China Sea;East China Sea;East China Sea;;;;;;;;;x
PROV478;Northern Bay;Northern Bay;Northern Bay;;;;;;;;;x
PROV479;South China Sea;South China Sea;South China Sea;;;;;;;;;x
PROV480;Southeast China Sea;Southeast China Sea;Southeast China Sea;;;;;;;;;x
PROV481;Taiwan Strait;Taiwan Strait;Taiwan Strait;;;;;;;;;x
PROV482;Northern Yellow Sea;Northern Yellow Sea;Northern Yellow Sea;;;;;;;;;x
PROV483;Yellow Sea;Yellow Sea;Yellow Sea;;;;;;;;;x
PROV484;Southern Yellow Sea;Southern Yellow Sea;Southern Yellow Sea;;;;;;;;;x
PROV485;Northern Steppes;Northern Steppes;Northern Steppes;;;;;;;;;x
PROV486;Gobi Desert;Gobi Desert;Gobi Desert;;;;;;;;;x
PROV487;Tibetan Plateau;Tibetan Plateau;Tibetan Plateau;;;;;;;;;x
PROV488;Southern Jungles;Southern Jungles;Southern Jungles;;;;;;;;;x
PROV489;Jeju Island;Jeju Island;Jeju Island;;;;;;;;;x
PROV490;Yizhou;Yizhou;Yizhou;;;;;;;;;x
PROV491;Penghu Island;Penghu Island;Penghu Island;;;;;;;;;x
PROV492;Huangtu Plateau;Huangtu Plateau;Huangtu Plateau;;;;;;;;;x
