EVTOPTB39200;Our coffers are not that full;Nos coffres ne sont pas si pleins que cela.;So voll sind unsere Truhen dann auch wieder nicht;;Nuestras arcas no están tan llenas;;;;;;;;;x,
EVTDESC39201;Your honest struggle against the enemy has not gone unnoticed. I have dispatched an Imperial emissary with sufficient funds to assist you.;;;;;;;;;;;;;x
EVTOPTA39201;Wan sui!;;;;;;;;;;;;;x
EVTTOOLTIP39201;[This.GetBestName] receives the money;[This.GetBestName] reçoit l’argent.;[This.GetBestName] erhält das Geld;;[This.GetBestName] recibe el dinero;;;;;;;;;x,
EVTDESC8305;I finally stand before the destination of the Imperial Decree. With sword in hand I am ready to storm the walls of [Root.Location.GetName]!.;;;;;;;;;;;;;x
EVTOPTA8305;May the enemies of Heaven tremble!;;;;;;;;;;;;;x
# Emperor Pope,
EVTDESC39210;One of the Heaven's favored children seems to have been accused of kinslaying. This is clearly unfortunate.  The Emperor will allow him to do penance for absolution.;;;;;;;;;;;;;x un(e) enfant de Dieu est accusé(e) de parricide. C’est tout à fait regrettable. L’Église va lui permettre de faire pénitence pour obtenir l’absolution.;Eines von Gottes liebsten Kindern scheint des Sippenmords angeklagt worden zu sein. Das ist wahrlich bedauernswert. Die Kirche gestattet ihm, zum Erlass seiner Sünden Buße zu tun.;;Uno de los hijos favoritos de Dios ha sido acusado de matar a un familiar. Es muy desafortunado. La iglesia le permitirá hacer penitencia para su absolución.;;;;;;;;;x,,,,,,,,,,,,,
EVTOPTA39210;The Emperor will allow him to do penance for absolution.;L’Église va lui permettre de faire pénitence pour obtenir l’absolution.;Die Kirche gestattet ihm, zum Erlass seiner Sünden Buße zu tun.;;La iglesia le permitirá hacer penitencia para su absolución.;;;;;;;;;x
EVTOPTB39210;It is not our concern.;Cela ne nous regarde pas.;Das geht uns nichts an.;;No es nuestro problema.;;;;;;;;;x,
EVTTOOLTIP39211;will get a visit from one of our emissaries.;va recevoir la visite d’un de nos émissaires.;wird von einem unserer Gesandten besucht werden.;;Te visitará uno de nuestros emisarios.;;;;;;;;;x,
EVTDESC39211;An emissary from [From.GetTitledFirstName] has reached us with a proposal. [From.GetTitle] will grant us absolution for our sins of kinslaying.;Un émissaire de [From.GetTitledFirstName] nous a fait une proposition. [From.GetTitle] accepte de nous accorder l’absolution pour nos péchés de parricide.;Ein Gesandter von [From.GetTitledFirstName] ist bei uns mit einem Vorschlag angekommen. [From.GetTitle] gewährt uns Absolution für unsere sündigen Sippenmorde.;;Un emisario de [From.GetTitledFirstName] nos ha hecho una propuesta. [From.GetTitle] nos dará la absolución por matar a familiares.;;;;;;;;;x,
EVTOPTA39211;I'm on my knees saying Wan sui's.;;;;;;;;;;;;;x
EVTTOOLTIP39212;[From.GetTitle] will be pleased with my devotion.;[From.GetTitle] appréciera ma dévotion.;[From.GetTitle] wird mit meiner Hingabe zufrieden sein.;;[From.GetTitle] estará complacido con mi devoción.;;;;;;;;;x,
EVTOPTB39211;I am not repenting any 'misdeeds'.;Je ne me repens d’aucun 'péché'.;Ich werde überhaupt keine 'Sünden' bereuen.;;No me arrepiento de ningún 'pecado'.;;;;;;;;;x,
EVTTOOLTIP39213;[From.GetTitle] will be upset with my lack of devotion.;[From.GetTitle] risque de ne pas apprécier votre manque de dévotion.;[From.GetTitle] wird sich über meine fehlende Hingabe aufregen.;;[From.GetTitle] estará enojado por mi falta de devoción.;;;;;;;;;x,
EVTDESC39212;[From.GetTitledFirstName] has repented [From.GetHerHis] grave sin of kinslaying. Absolution has been granted. The victim's ghost should rest easy now.;;;;;;;;;;;;;x
EVTOPTA39212;Glory to the Emperor!;;;;;;;;;;;;;x
EVTDESC39213;[From.GetTitledFirstName] refuses to repent [From.GetHerHis] grave sin of kinslaying. [From.GetSheHeCap] will spend a long time in Purgatory...;[From.GetTitledFirstName] refuse de se repentir de son grave péché de parricide. [From.GetSheHeCap] passera beaucoup de temps au purgatoire...;[From.GetTitledFirstName] weigert sich, [From.GetHerHis] Todsünde des Sippenmords zu bereuen. Dafür wird [From.GetSheHeCap] lange im Fegefeuer schmoren ...;;[From.GetTitledFirstName] se niega a arrepentirse de su grave pecado de matar a familiares. Pasará largo tiempo en el purgatorio...;;;;;;;;;x
EVTOPTA39213;May Heaven have mercy on [From.GetHerHis] soul...;;;;;;;;;;;;;x
EVTDESC39220;I am forced to languish in this dungeon, where the evil fiends of [Root.Host.GetTitledFirstName] is torturing my soul.;Me voilà réduit(e) à languir dans ce cachot où les démons de [Root.Host.GetTitledFirstName] torturent mon âme.;Ich muss hier in diesem Kerker schmachten, wo die bösen Unholde von [Root.Host.GetTitledFirstName] meine Seele foltern.;;Me obligan a languidecer en esta mazmorra donde los diablos de [Root.Host.GetTitledFirstName] torturan a mi alma.;;;;;;;;;x,,,,,,,,,,,,,
EVTOPTA39220;Write a letter to the Emperor;;;;;;;;;;;;;x
EVTOPTB39220;Pray for Divine Help;;;;;;;;;;;;;x
EVTTOOLTIP39221;The Emperor will read my desperate plea...;;;;;;;;;;;;;x
EVTTOOLTIP39222;[Root.Host.GetTitledFirstName] will learn of our communication.;[Root.Host.GetTitledFirstName] va être informé(e) de notre communication.;[Root.Host.GetTitledFirstName] wird von unserer Korrespondenz erfahren.;;[Root.Host.GetTitledFirstName] se enterará de nuestra comunicación.;;;;;;;;;x,
EVTDESC39221;We have received a letter from [From.GetTitledFirstName] asking us to intervene on his behalf and ask [From.Host.GetTitledFirstName] to release him from his prison.;Nous avons reçu une lettre de [From.GetTitledFirstName] nous priant d’intercéder en sa faveur pour que [From.Host.GetTitledFirstName] le libère de sa prison.;[From.GetTitledFirstName] bittet uns in einem Brief, [From.Host.GetTitledFirstName] seinethalben um Freilassung aus dem Kerker zu ersuchen.;;Hemos recibido una carta de [From.GetTitledFirstName] para que intervengamos en su nombre y pidamos a [From.Host.GetTitledFirstName] que le libere.;;;;;;;;;x
EVTOPTA39221;The Emperor must be obeyed!;;;;;;;;;;;;;x
EVTOPTB39221;This is a secular matter...;C’est une affaire profane...;Dies ist eine säkulare Angelegenheit ...;;Este es un asunto secular...;;;;;;;;;x,
EVTTOOLTIP39224;His captor will listen to our demand.;Son ravisseur va écouter notre demande.;Sein Geiselnehmer wird unserer Forderung Gehör schenken.;;Su captor escuchará nuestra petición.;;;;;;;;;x,
EVTTOOLTIP39225;[From.GetTitledFirstName] will get disappointed.;[From.GetTitledFirstName] va être déçu(e).;[From.GetTitledFirstName] wird enttäuscht sein.;;[From.GetTitledFirstName] se sentirá decepcionado.;;;;;;;;;x,
EVTDESC39222;We have caught [From.GetTitledFirstName] attempting to smuggle out a letter to the Pope, where he wishes the Emperor to intervene on his behalf.;;;;;;;;;;;;;x
EVTOPTA39222;Slit his throat!;Qu’on lui tranche la gorge !;Schneidet ihm die Kehle durch!;;¡Degüéllale!;;;;;;;;;x,
EVTOPTB39222;Heaven will judge us.;;;;;;;;;;;;;x
EVTDESC39223;The words of [From.GetTitledFirstName] have not gone unnoticed. Is there such a thing as a limit to my power?;;;;;;;;;;;;;x meine Macht scheint grenzenlos zu sein!;;Las oraciones de [From.GetTitledFirstName] no han pasado desapercibidas. ¿Acaso mi poder tiene límite?;;;;;;;;;x
EVTOPTA39223;I can't keep a man of learning imprisoned.;;;;;;;;;;;;;x
EVTOPTB39223;He is still a traitor...;C’est toujours un traître...;Er ist immer noch ein Verräter ...;;Sigue siendo un traidor...;;;;;;;;;x,
EVTDESC39224;[From.GetTitledFirstName] has come to our intervention and written a stern letter to [Root.Host.GetTitledFirstName] demanding our release.;[From.GetTitledFirstName] a intercédé en notre faveur en rédigeant une lettre sévère à l’intention de [Root.Host.GetTitledFirstName] pour lui demander notre libération.;[From.GetTitledFirstName] ist unserethalben eingeschritten und hat in einem strengen Brief an [Root.Host.GetTitledFirstName] unsere Freilassung gefordert.;;[From.GetTitledFirstName] ha atendido nuestra intervención y ha escrito una dura carta a [Root.Host.GetTitledFirstName] para que nos libere.;;;;;;;;;x,
EVTOPTA39224;Praise Heaven!;;;;;;;;;;;;;x
EVTTOOLTIP39226;I am sure [Root.Host.GetTitledFirstName] will release us now.;Je suis sûr(e) que [Root.Host.GetTitledFirstName] va nous libérer.;[Root.Host.GetTitledFirstName] wird uns jetzt sicherlich freilassen.;;Sin duda ahora [Root.Host.GetTitledFirstName] nos liberará.;;;;;;;;;x,
EVTDESC39225;A secret messenger from [From.GetTitledFirstName] has arrived, telling me that the Emperor can do nothing to help me..;;;;;;;;;;;;;x dass der Heilige Vater mir nicht helfen kann ...;;Ha llegado un mensajero secreto de [From.GetTitledFirstName] y me ha dicho que el Santo Padre no puede ayudarme...;;;;;;;;;x,,,,,,,,,,,,,
EVTOPTA39225;Heaven!,Heaven!, why have you forsaken me?;Mon Dieu, mon Dieu, pourquoi m’avez-vous abandonné(e) ?;Mein Gott, mein Gott, warum hast du mich verlassen?;;Dios mío, ¿por qué me has abandonado?;;;;;;;;;x,,,,,,,,
EVTDESC39226;A letter has arrived from the Emperor. He demands that we release [From.GetTitledFirstName] from our prison and submit to the will of Heavens.;Une lettre du Saint-Père est arrivée. Il nous demande de libérer [From.GetTitledFirstName] et de nous soumettre à la volonté de Dieu.;Ein Brief des Heiligen Vaters ist eingetroffen. Er verlangt, dass wir [From.GetTitledFirstName] aus unserem Kerker freilassen und ihm dem Willen Gottes überstellen.;;Ha llegado una carta del Santo Padre. Pide que liberemos a [From.GetTitledFirstName] y le sometamos a la voluntad de Dios.;;;;;;;;;x
EVTOPTA39226;I bend my knee to the Imperial Throne;;;;;;;;;;;;;x
EVTOPTB39226;I am [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;Je suis [Root.County.Holder.PrimaryTitle.GetRulerTitle] !;Ich bin [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;;¡Soy [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;;;;;;;;;x,
EVTOPTA_RoI_203;Tell me more...;Je veux en savoir davantage...;Erzählt mir mehr…;;Cuéntame más...;;;;;;;;x;;;;;;;;;;;;;,
EVTOPTB_RoI_203;If you have finished talking, you may leave.;Si vous en avez fini, vous pouvez partir.;Wenn Ihr Eure Erzählung beendet habt, könnt Ihr gehen.;;Si has terminado de hablar, puedes irte.;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,
EVTDESC_RoI_204;The yogi continues to elaborate on the way of ascetism and yoga and how to live a spiritual life through discipline and mediation.;Le yogi continue à vous parler de la voie de l'ascétisme et du yoga, et de la manière de vivre une vie spirituelle par l'entremise de la discipline et de la méditation.;Der Yogi fährt fort, über die Wege der Askese und das spirituelle Leben durch Disziplin und Meditation zu erklären.;;El yogui continúa relatando el camino del ascetismo y el yoga y cómo vivir una vida espiritual a través de la disciplina y la meditación.;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,,,
EVTOPTA_RoI_204;You have convinced me. I too shall embrace yoga and ascetism!;Tu m'as convaincu. Moi aussi je pratiquerai le yoga et l'ascétisme !;Ihr habt mich überzeugt! Ich werde Yoga und Askese annehmen!;;Me has convencido. ¡Practicaré el yoga y el ascetismo!;;;;;;;;x;;;;;;;;;;;;;,
EVTOPTB_RoI_204;You are wise. I shall take up the Hindu faith.;Tu es sage. J'adopterai la religion hindoue.;Ihr seid weise. Ich werde den Hindu-Glaube annehmen.;;Eres sabio. Debo aceptar la fe hindú.;;;;;;;;x;;;;;;;;;;;;;,
EVTOPTC_RoI_204;On second thought, this is perhaps not for me.;En y réfléchissant bien, je pense que ce n'est pas pour moi.;Vielleicht ist das doch nicht das Richtige für mich.;;Pensándolo mejor, creo que no es para mí.;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,,
EVTDESC_RoI_206;A Buddhist yogi has appeared at your court, seeking audience. He speaks to you of the ways of the Buddha and of how to reach wisdom by rejecting excess and moderating your desires.;Un yogi bouddhiste se présente à votre cour et vous demande audience. Il vous parler de l'enseignement du Bouddha et de la manière d'accéder à la sagesse en rejetant les excès et en modérant ses désirs.;Ein buddhistischer Yogi erschien an Eurem Hof und bat um eine Audienz. Er spricht von den Wegen des Buddha und wie man Weisheit durch das Zurückweisen von Überfluss und dem Beherrschen der Wünsche erreicht.;;Un yogui budista aparece en tu corte, buscando audiencia. Habla de los caminos del Buda y de cómo alcanzar la sabiduría rechazando el exceso y moderando los deseos.;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,,,
EVTOPTC_RoI_206;I don't need your pseudo-philosophy. Guards, throw him out!;Je n'ai pas besoin de cette pseudo-philosophie. Gardes, jetez-moi ça dehors !;Ich brauche Eure Pseudo-Philosophie nicht. Wachen, werft ihn raus!;;No necesito tu seudo-filosofía. ¡Guardias, echadle!;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,
EVTOPTA_RoI_207;You have convinced me. It's Buddha time...;Tu m'as convaincu. Bouddha, je viens à toi...;Ihr habt mich überzeugt. Es ist Zeit für Buddha…;;Me has convencido. Hora de Buda...;;;;;;;;x;;;;;;;;;;;;;
EVTOPTB_RoI_207;You are wise. I shall take up the Buddhist faith.;Tu es sage. J'adopterai le bouddhisme.;Ihr seid weise. Ich werde den Glaube an Buddha annehmen.;;Eres sabio. Debo aceptar la fe budista.;;;;;;;;x;;;;;;;;;;;;;,
EVTOPTC_RoI_207;On second thought, this is perhaps not for me.;En y réfléchissant bien, je pense que ce n'est pas pour moi.;Vielleicht ist das doch nicht das Richtige für mich.;;Pensándolo mejor, creo que no es para mí.;;;;;;;;x;;;;;;;;;;;;;,,,,,,,,,,,,
EVTDESC39240;There are rumors that one of your vassals is employing a barbarian in their court. This is not acceptable to the Literati. We must do something or face the consequences...;;;;;;;;;;;;;x
EVTOPTA39240;Demand strict adherence to Confucianism!;;;;;;;;;;;;;x
EVTOPTB39240;It is not our concern.;Ceci ne nous regarde pas.;Das ist nicht unsere Angelegenheit.;;No es asunto nuestro.;;;;;;;;;x,
EVTTOOLTIP392401;will hear the Imperial emissary!;;;;;;;;;;;;;x
EVTDESC39244;Treason abounds your highness. A messenger from [From.GetBestName] is stating that [From.GetSheHe] refuses to follow our demands.;;;;;;;;;;;;;x an dem er Freudenschreie aus den Tiefen der Hölle erklingen lies. Ein Gesandter von [From.GetBestName] behauptet, dass [From.GetSheHe] sich weigert, unseren Forderungen nachzukommen. ;;El día de hoy ha provocado que se eleven gritos de gozo desde los abismos del infierno. Un emisario de [From.GetBestName] afirma que [From.GetSheHe] rechaza cumplir con nuestras peticiones.;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA39244;I see…;;;;;;;;;;;;;x
EVTOPTA8300;For the Emperor! Wan sui!;;;;;;;;;;;;;x
EVTOPTA8301;Praise Heaven! Wan sui!;;;;;;;;;;;;;x
EVTDESC8300;Our armies now stand poised to take part in the [Root.Religion.GetCrusadeName] for the [Root.Location.Kingdom.GetFullBaseName].;Nos armées, assurées de la victoire, sont prêtes à prendre part à la [Root.Religion.GetCrusadeName] pour le [Root.Location.Kingdom.GetFullBaseName].;Unsere Armeen stehen bereit, um sich am [Root.Religion.GetCrusadeName] vom [Root.Location.Kingdom.GetFullBaseName] zu beteiligen.;;Nuestros ejercitos se encuentran preparados para formar parte en la [Root.Religion.GetCrusadeName] por [Root.Location.Kingdom.GetFullBaseName].;;;;;;;;;x,,,,,,,,,,,,
#Protection,
EVTDESC39250;An emissary comes from [From.GetBestName], with hopes of buying favor for [From.GetHerHis] . While [From.GetSheHe] may not have committed any transgressions against the court, this tribute shows sincere dedication to the Imperial Throne.;;;;;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA39250;Accept the Tribute;;;;;;;;;;;;;x
EVTTOOLTIP39251;will cry tears of joy at our reply.;pleurera des larmes de joie en voyant notre réponse.;wird Tränen der Freude weinen nach unserer Antwort.;;llorará lágrimas de gozo con nuestra respuesta.;;;;;;;;;x,
EVTDESC39251;The Divine Emperor has granted us absolution!;;;;;;;;;;;;;x
EVTOPTA39251;Wan Sui!;;;;;;;;;;;;;x
#Religion,
EVTDESC3385;I would be content with performing the ancestral rites every other week, but if I don't show up the scholars scold me and tell me I should set a better example for my subjects.;;;;;;;;;;;;;x
EVTDESC75004;There is no man better at increasing the Court's opinion of me or teach me to become a more pious [Root.GetManWoman] than my Lord Spiritual [Root.job_spiritual.GetTitledFirstName]!;;;;;;;;;;;;;x
EVTOPTA75004;I need you to talk to the Court, [Root.job_spiritual.GetTitledFirstName];;;;;;;;;;;;;x
EVTOPTB75004;Teach me to be a pious [Root.GetManWoman], [Root.job_spiritual.GetTitledFirstName];;;;;;;;;;;;;x
EVTDESC3455;I expressed my views on the whole 'Heaven' thing a bit too loudly and got into some trouble with a well known scholar because of it.;;;;;;;;;;;;;x
EVTOPTA3455;Heaven is a joke!;;;;;;;;;;;;;x
EVTDESC3465;My zeal and philosophy have led me to become more respected and given me more prestige every day.;;;;;;;;;;;;;x
EVTOPTA3465;If I had known this sooner...;Si j'avais su cela plus tôt...;Hätte ich das nur früher gewusst ...;;Si lo hubiera sabido antes...;;;;;;;;;x,
EVTDESC3470;There's always something to do in the [Root.Religion.GetName] Way. The more time I spend studying, the more I appreciate the calm and feel connected to the Way.;;;;;;;;;;;;;x plus j'apprécie le calme qui y règne et plus je me sens proche de mon Dieu.;In der [Root.Religion.GetName] Kirche gibt es immer etwas zu tun. Je mehr Zeit ich dort verbringe, desto mehr schätze ich die Ruhe, und desto näher fühle ich mich meinem Gott.;;Siempre hay algo que hacer en la iglesia [Root.Religion.GetName]. Cuanto más tiempo paso allí, más valoro la calma y más conectado me siento a Dios.;;;;;;;;;x,,,,,,,,,,
EVTOPTA3470;Is there anything else I can do?;Y a-t-il autre chose que je puisse faire ?;Was kann ich noch tun?;;¿Hay alguna otra cosa que pueda hacer?;;;;;;;;;x,
EVTOPTB3470; I want to stay here!;Je veux rester ici !;Ich will hierbleiben!;; ¡Quiero quedarme aquí!;;;;;;;;;x,
EVTTOOLTIP3471;feels neglected;[Root.Spouse.GetTitledFirstName] se sent négligé(e).;fühlt sich vernachlässigt;;se siente abandonado;;;;;;;;;x,
EVTDESC3471;Ever since [From.GetFirstName] became engaged in various philosophical activities, or, rather, started following every order from the scholars and wasting time, [From.GetSheHe] has stopped spending time with me.;;;;;;;;;;;;;x,,,,,,,,,,
EVTOPTA3471;I feel neglected;Je me sens négligé(e).;Ich fühle mich vernachlässigt;;Me siento abandonado;;;;;;;;;x,
EVTTOOLTIP3472;[This.GetTitledFirstName] is obsessed and I will tell [This.GetHerHim] that!;[This.GetTitledFirstName] est obsédé(e) et je compte bien le lui dire !;[This.GetTitledFirstName] ist besessen, und ich werde es [This.GetHerHim] sagen!;;¡[This.GetTitledFirstName] está obsesionado y se lo diré!;;;;;;;;;x
EVTDESC3472;I have had little time for [From.GetTitledFirstName] since I became engaged in various philosophical activities.;;;;;;;;;;;;;x
EVTOPTA3472;Why do you always complain?;Vous passez votre temps à vous plaindre !;Warum beschwert Ihr Euch immer?;;¿Por qué te quejas siempre?;;;;;;;;;x,
EVTDESC3475;The court is a greedy thing that always needs more 'donations' but I have deep pockets and it's for a good cause.;;;;;;;;;;;;;x
EVTOPTA3475;Thinner wallet but thicker soul...;Un portefeuille plus mince mais une âme plus profonde...;Der Geldbeutel schrumpft, aber die Seele wächst ...;;La bolsa delgada pero el alma gruesa...;;;;;;;;;x
EVTDESC39243;An emissary has returned from [From.GetBestName] bearing glorious news. The emissary says that [From.GetTitledFirstName] has agreed to imprison a heathen that was in [From.GetHerHis] court.;Un émissaire provenant de [From.GetBestName] apporte de grandes nouvelles. Il vous informe que [From.GetTitledFirstName] a accepté d'emprisonner un païen de sa Cour.;Ein Gesandter ist von [From.GetBestName] zurückgekehrt - mit glorreichen Nachrichten. Der Gesandte sagt, dass [From.GetTitledFirstName]zugestimmt habe, einen Heiden einzusperren, der sich an [From.GetHerHis] Hofe befand.;;Ha regresado un emisario de [From.GetBestName] con gloriosas noticias. El emisario dice que [From.GetTitledFirstName] ha aceptado encarcelar a un pagano de su corte.;;;;;;;;;x,,,,,,,,,,,,
EVTOPTA39243;Glory to Heaven!;;;;;;;;;;;;;x
EVTDESC65034;The guilt is burning through me, every second is pure agony mixed with shame. I have never felt so guilty, so impious...;La culpabilité me ronge. Chaque seconde qui passe est une pure agonie mêlée à de la honte. Je ne me suis jamais senti(e) si coupable...;Die Schuld brennt in mir, jede Sekunde ist purer Schmerz und Scham. Noch nie habe ich mich so schuldig, so sündig gefühlt ...;;La culpa me abrasa, cada segundo es una mezcla de agonía y vergüenza. Nunca me he sentido tan culpable, tan pecador...;;;;;;;;;x,,,,,,,,,
EVTOPTA65034;I ease my guilt with meditation and fasting;;;;;;;;;;;;;x
EVTOPTB65034;Donate to local temples to ease some of my guilt;;;;;;;;;;;;;x
#Duel,
EVTDESC100410;For too long I have ignored the constant affronts from my rival [duel_rival.GetFirstName] [duel_rival.GetOnlyDynastyName], my honor demands I ask my liege [Root.Liege.GetTitledFirstName] for permission to challenge [duel_rival.GetHerHim] to a duel.;Pendant trop longtemps, j'ai ignoré les affronts permanents de mon ennemi mais mon honneur exige que je demande à mon Seigneur [Root.Liege.GetTitledFirstName] la permission de défier mon rival en duel.;Zu lange habe ich die kontinuierlichen Brüskierungen meines Rivalen ignoriert, doch meine Ehre verlangt, dass ich meinen Lehnsherren [Root.Liege.GetTitledFirstName] um Erlaubnis bitte, meinen Rivalen zum Duell zu fordern.;;Durante mucho tiempo he hecho caso omiso a los constantes agravios de mi rival, pero mi honor exige que le pida a mi señor [Root.Liege.GetTitledFirstName] permiso para desafiar a mi rival a un duelo.;;;;;;;;;x,,,,,,,,,
EVTDESC100411;Though I had thought [From.GetTitledFirstNameNoRegnal] to be a more reasonable [From.GetManWoman], [From.GetHerHis] request to be allowed to duel [duel_rival.GetFirstName] [duel_rival.GetOnlyDynastyName], [From.GetHerHis] rival, was slightly... erratic. [From.GetTitledFirstName] claimed to be constantly subject to affronts from [From.GetHerHis] rival and asked for permission to defend [From.GetHerHis] honor.;Je pensais que [From.GetTitledFirstName] était un homme raisonnable, et j'ai trouvé sa demande d'autorisation pour un duel légèrement fantasque. [From.GetTitledFirstName] prétend être la victime d'affronts permanents de la part de son rival et me demande la permission de défendre son honneur.;Auch wenn ich [From.GetTitledFirstName] für einen vernünftigeren Mann gehalten habe, war [From.GetHerHis] Anliegen, [From.GetHerHis] Rivalen duellieren zu dürfen, etwas... launisch. [From.GetTitledFirstName] behauptet, dass er ein ständiges Ziel der Brüskierungen [From.GetHerHis] Rivalen ist und bittet um Erlaubnis, [From.GetHerHis] Ehre zu verteidigen.;;Aunque pensaba que [From.GetTitledFirstName] era un hombre más razonable, [From.GetHerHis] solicitud de que se le permitiera retar a duelo a [From.GetHerHis] rival era un poco ... errática. [From.GetTitledFirstName] decía ser objeto constante de afrentas por parte de [From.GetHerHis] rival y me pidió permiso para defender [From.GetHerHis] honor.;;;;;;;;;x,,,,,
EVTTOOLTIP100415;is challenged to a duel...;est blessé par [Root.GetTitledFirstName] au cours du duel.;wurde von [Root.GetTitledFirstName] im Duell verwundet;;es herido por [Root.GetTitledFirstName] en el duelo;;;;;;;;;x,
EVTDESC100415;[From.GetFirstNameNoRegnal] [From.GetOnlyDynastyName] had to ask permission from [From.GetHerHis] liege [From.Liege.GetTitledFirstName] in order to be able to challenge me to a duel. Honour dictates that I must now accept this challenge.;[From.GetTitledFirstName] a dû demander la permission à son Seigneur [From.Liege.GetTitledFirstName] afin de pouvoir m'affronter en duel. J'ai accepté, évidemment. Que pouvais-je faire d'autre ?;[From.GetTitledFirstName] musste [From.GetHerHis] Lehnsherren [From.Liege.GetTitledFirstName] um Erlaubnis bitten, um mich zu einem Duell herauszufordern. Ich habe natürlich akzeptiert, was blieb mir auch anderes übrig?;;[From.GetTitledFirstName] había pedido permiso a [From.GetHerHis] señor [From.Liege.GetTitledFirstName] para poder retarme a duelo. Acepté, por supuesto, ¿qué otra cosa podía hacer?;;;;;;;;;x,,,,,,,,,,
EVTOPTA100415;I accept!;Ce corniaud a réussi à me blesser !;Dieser Bastard hat es geschafft, mich zu verwunden!;;¡Ese bastardo fue capaz de herirme!;;;;;;;;;x
EVTOPTB100415;I will not risk myself;J'ai réussi à l'assommer avant que quiconque ne soit blessé.;Es gelang mir, [From.GetHerHim] besinnungslos zu schlagen, bevor jemand verletzt werden konnte;;Me las arreglé para dejarle inconsciente antes de que nadie resultara herido;;;;;;;;;x,,,,,,,,,,,,,
EVTDESCfriends_rivals.411;The cowardly [From.GetTitledFirstNameNoRegnal] [From.GetOnlyDynastyName] did not accept my challenge to a duel, and has lost much honour and respect as a result.;;;;;;;;;;;;;x
EVTOPTAfriends_rivals.411;[From.GetSheHeCap] is clearly scared of me! ;;;;;;;;;;;;;x
#Event,
EVTOPTA4140;Rest in peace;;;;;;;;;;;;;x
EVTDESC3406;The palace had just added some very beautiful statues and as I and [From.GetTitledFirstName] contemplated the pieces a scholar approached us and asked what we thought about them. I had thought about the symbolism of the statues while [From.GetTitledFirstName] just repeated what I had said.;;;;;;;;;;;;;x
EVTDESC3370;I told the scholar about my ambitions and asked if there were anything he could do to help me.;;;;;;;;;;;;;x
EVTOPTA3370;He said 'yes'!;Il a dit 'oui' !;Er bejahte!;;¡Dijo que sí!;;;;;;;;;x,
REL_HEAD_SUCCESSION_LOG;§Y$OLD_REL_HEAD$§! has died and been succeeded by §Y$NEW_REL_HEAD$§!.;§Y$OLD_REL_HEAD$§! n’est plus et §Y$NEW_REL_HEAD$§! lui a succédé.;§Y$OLD_REL_HEAD$§! ist gestorben. §Y$NEW_REL_HEAD$§! trat seine Nachfolge an.;;§Y$OLD_REL_HEAD$§! ha muerto y §Y$NEW_REL_HEAD$§! le sucede.;;;;;;;;;x,
#Knights,
EVTDESC3012;One of my ministers is embroiled in a deep argument with one of his rivals about who is the legal heir to a small plot of land. This has a risk to turn into a feud in my demesne, so I have to make a judgement.;;;;;;;;;;;;;x
EVTOPTA3012;Spend time and money investigating the truth.;J'investis du temps et de l'argent pour enquêter et découvrir la vérité.;Zeit und Geld auf die Aufdeckung der Wahrheit aufwenden.;;Gastar tiempo y dinero investigando la verdad.;;;;;;;;;x,
EVTOPTB3012;Let the Emperor decide.;;;;;;;;;;;;;x
EVTOPTC3012;The money belongs to the state.;;;;;;;;;;;;;x
EVTDESC70031;I was simply passing time at the tournament when I saw two swordsmen argue over honor. I knew straight away that the argument was spurious and the result would be unnecessary bloodshed. So I stepped in and prevented it.;;;;;;;;;;;;;x
EVTOPTA70031;I am more diplomatic than I thought.;Je suis plus diplomate que je le pensais.;Ich kann diplomatischer sein, als ich dachte.;;Soy más diplomático de lo que pensaba.;;;;;;;;;x
EVTDESC70032;I was simply passing time at the tournament when I saw two swordsmen argue over honor. I knew straight away that the argument was spurious and the result would be unnecessary bloodshed. I attempted to mediate the dispute and they told me that at least one of them would survive the resulting duel.;;;;;;;;;;;;;x
EVTOPTA70032;Oh;Oh !;Oh;;Ups.;;;;;;;;;x,
#Monks,
EVTDESC3000;I managed to blame some scholars at a nearby tavern for one of my more sensuous songs of courtly love.;;;;;;;;;;;;;x
EVTOPTA3000;Keep silent about it.;;;;;;;;;;;;;x
EVTOPTB3000;Confess my immorality.;;;;;;;;;;;;;x
#Impiety,
